date,title,review,rating
2023-05-08 17:07:48,Yo truth is spoken,"Microsoft for life! Goodbye Google and boy by god almighty the AI tested earlier this year has been incredible. It has helped me and many friends I explain what endless capabilities it has and they’re in love too! Xbox is better than Ps love Microsoft! Here’s to Fallout 4 Next Gen Update coming ASAP always crashes on Series S:( and to this Years upcoming seasons on Fallout 76! I hope y’all add a music search option with AI, would be cool to type in lyrics so people from all over the world who has that song stuck in their head but can’t think of it but only the melody can find relief! Much love just updated Bing right now! Glad to see it’s no longer in beta:)",5
2023-07-18 13:18:08,Excellent app_licat_ion,"…when I needed to find the episode of naked and unafraid to find wife; they set up a special show… Ju§t for me…

…not sure if my future will be on the show, but we’ll , saying too much is of little value…

Collective action is the pursuit of joy in my eyes…I desire a balanced relationship where my future Love understands that my first priority in Life is God…No person can ascend beyond that relation…
I need a serious person that desires spiritual balance and not physical worshipping of individual needs…I need someone that needs God as much as I do…

It’s …a lot to ask for…I am empathetic to sacrifice as I know enough…
Settling is my desire…my need…my prayer…
Even if we define settling as visiting every nation on Earth to experience multi-cultural-Love…

*(If you are looking for Sex sec sex…keep looking…no offense, but Love is greater than desire…if something happen one day it happen…if it don’t then no expectations have been violated. This I vow…

Thank bing for helping me design a very Spiritually serious agenda modus operandi of true Love…
So bad da bing…bad da boom…
💜✝️🙏🏾🫵🏿☝🏿👆🏿🌲🌿🤌🏽🌎👁️✝️💜",5
2021-07-29 14:29:44,No Find On Page Feature Anymore,"Bing was a great search engine that I liked b/c it did not take up much space on my phone. Unfortunately, the recent update just didn’t work out for me. The tabs I would go back to to continue previous searches no longer preview what I was searching. Inconvenient b/c I would have to go through several tabs to find the right one. The worst offense of this latest update is the fact that the Find On Page feature went away. This feature is awesome because it lets me go directly to the verbiage I am looking for in any search result. It allowed me to skim an article efficiently instead of reading the whole thing only to realize it didn’t have the info I was looking for. In this fast-paced world, Bing isn’t the search engine for me if it’s not efficient.",2
2023-04-21 07:32:54,"Bing chat is good, the rest of the app is not","Bing chat is actually very helpful and easy to use. It is fortunate that they make it very easy to access with a bit button on the main page because it it literally the only thing I use the app for. The rest of the app is so cluttered and messy and full of stuff I don’t care about– random news stories, trending topics that I have no interest in, popup ads for shopping and coupons and deals, rewards points, weather forecasts– just so much garbage that doesn’t belong in a search engine before I’ve even made a search. They should split all that junk off into separate apps and make this app just Bing Search + Chat. I don’t use the google app for the same reason; if I want to do a normal web search I just use Safari.",2
2023-01-27 00:56:15,Bad update,This update ruined the app. There’s no more back button and you are forced to re-search what you were looking up instead of pushing the back button. I’ve had this app since the original iPhone came out. But now I’ll have to delete it because the back button was removed. You can’t even swipe right to go back a page. Clicked on a link thinking it was the right choice but then you find out it’s a bad link. Time to re-search what you were looking up instead of hitting the back button. What makes this worse is how Microsoft is deleting comments criticizing the horrible and disappointing update. Imagine users using an app since the original iPhone only to have to delete it because of a stupid and unnecessary update that adds ZERO good things to the app and deleting comments that criticize the app.,1
2021-11-28 22:42:23,Great User Interface,"I love how everything you need is available quickly when you open the app.

The interface is well designed. For example, the first thing that you see when you open the app is a search bar, slightly above it is the weather and slightly below it is current news stories. A collection of useful links are available if you click on the bottom right when you open the app. Everything has worked very responsively.

I have not used it extensively yet but it has potential to become my primary search app.",5
2022-10-29 01:16:08,Anything but Google search!!!,"I have gotten to the point of hating the Google browser with all my heart and soul.  It’s like a disease that invades every other browser you may have downloaded.  It is so overwhelmed with advertising that for me it’s impossible to read.

I have always loved the graphics on bing and so far I can read most things without an overwhelming distraction of junk.  If it starts to get as overloaded as Google I guess I’ll have to delete too.  I hope I can continue to enjoy bing.

Is there anyway you can get a browser with no advertising? I’d be willing to pay for that.",5
2022-05-18 20:57:24,Love my Bing!,Bing app on my iPhone is one of the first I go to everyday. The changing daily wallpaper is always awesome and I learn about so many interesting places and things. The ability to fine tune to my own likes and news sources is nice too. And I mustn’t forget the rewards program which really does reward in so many ways with real cash and gift cards to donating to various causes. The daily quizzes and such are always interesting and show me how little I really know. Thanks Microsoft for giving me another reason to stick with the people and company who have been around a long time.,5
2023-04-14 05:48:06,HELP. I’d like the app to work work again,"I have been using this app for a few years and have been very happy with it. About 3 days ago I started having a problem.  It would launch ok then just disappear. I deleted and reinstalled and that did not help. I see that there have been some recent Bing version updates 7.1.19 to 7.2.0 - - etc. maybe there’s an issue with these updates?  Full disclosure, this is an old iPad at iOS 13.7. Cannot update due to storage issues. Hope this can be resolved as I’d really like to use the Bing app again. Peace.",5
2021-01-01 20:27:18,Bring back “Bing for iPad”,"“Bing for iPad” app worked flawlessly on my iPad.  I’d use it regularly and it was a go to app that I’d rate five stars.  Unfortunately, it was deleted from my iPad by accident.  I tried to reinstall the app, but only found the “Bing search” app in the Apple App Store instead.  So I installed this new version having a different name and tried it out on my iPad for a few days.  It was the worst iPad app experience I’ve ever encountered as it’s display is only in portrait mode and occupies a small fraction of the screen unlike the “Bing for iPad” app that would display in portrait or landscape mode and occupy the full screen.  This was a wonderful app...please bring it back.   “Bing search” app, at least for when using on an iPad, I would rate zero stars.  I deleted it and hope “Bing for iPad” will return for which I’d rate five stars again.",1
2023-10-26 15:30:03,Super useful,"The Bing AI assistant feels impressively innovative. I like how there’s three different modes for the AI chat. I’d also like to see a separate tool for writing, like on Edge browser on my Mac. The results definitely aren’t perfect, with some odd answers and inaccuracies creeping in occasionally. But it’s still mostly accurate in my experience. I wish there were privacy-focused features. I noticed my AI conversations are all saved in the history with no way to delete them. I know incognito mode is not 100% trustworthy, but it would at least be a nice option. One odd thing about the app is the update notes lately always look exactly the same to me.",4
2023-08-15 19:30:50,Why were all my tabs gone?,"I do automotive repair and use this browser to get information and earn points doing it. I checked for information that I needed, closed the app, then reopened it after realising that I needed more info in addition to that which I got from two of the tabs I had open in regards to the job I intend on starting soon only to discover that they, as well as literally every other tab, was closed. I checked the relevant settings for this and it’s set to allow me to manually close them, so there is no valid excuse for this happening. Repeating a search showed all the tabs again that I had open. This issue needs to be fixed as soon as possible.",3
2021-03-11 04:43:17,No longer “search engine”,"They turned the app into a “Home Screen” with many various functions. The app is laggy and slow. For weeks, the app immediately crashes upon opening so I haven’t been able to use it. I was a loyal bing user for about 7 years. It was easy to keep track of my searches. Now I can’t easily search between images and web searches. They made this app a mess. I’m sad to say I will probably delete it and not look back. It has not loaded for me in about 3 weeks on my iPhone 11 Pro. I used to love the picture of the day and learning something new from the picture. Now the picture is covered with icons and widgets. They added a news section but if I wanted the news, I would be a news app. All these little features are so cluttering and have slowed the app entirely. So disappointed in the direction this app went.",1
2023-03-02 12:17:51,Embarrassing,"This app is an embarrassment to Microsoft’s name. It’s super laggy, and incredibly slow compared to safari. The only reason I keep it is for the rewards points, but the last month of its performances has made me change my mind. Every time I tap a link to earn points, it says there’s a connection error even though I’m at home with excellent wifi. I can hit refresh and it goes through every time, but then if there’s a poll, or a quiz, I can’t select an answer to move forward and get the points. Rewards that are just supposed to be to follow a link also sometimes just don’t work. For days. How am I supposed to keep up a rewards streak when this app doesn’t work probably for weeks on end? This has probably lost me thousands of points. Avoid at all costs, my internet friends",1
2023-07-01 20:00:55,"Like it, but needs some tweaks","It’s nice having most things Bing in one place. It’s been my go-to browser for awhile now. The only real issue I have with the Bing app is that the developers need to add more navigation to some of the app add-on’s. For example, when you use the math extension, there are areas where there is simply no navigation to get back where you started. You have to close the app completely (you may not, but the UI doesn’t have any obvious path to go backwards) to get back to the main Bing page. I’m not sure how this type of thing is missed, but here we are. Once the navigation issues are addressed I can see using this app for most of my browsing needs.",3
2023-04-20 14:15:00,Actively Worse Than Other AI’s,"You can barely get through 3 messages with the chat it before it spews out the same response that it is ending the conversation. Considering this is a chatbot’s main purpose, this one utterly fails. I’ve tried to continue talking about the same topic, to get the answer I was looking for, but instead the AI just refuses to talk about it anymore, demanding a “new topic.” For example, I was creating a story and BING, (not me) randomly inserted a fight scene, violating its own content policy, despite no instructions for me to do so. In response to this, it seems the content policy flagged this and ended the conversation, thus completely ending the story unfinished. BING also cannot handle more than 2 paragraphs, which services like CHATGPT-3 can, a supposedly inferior product.

TL;DR - just use ChatGPT, this is worse in just about every way.",1
2023-03-18 18:02:23,Deals,"I just recently started to use deals. It is not a user friendly app to scan receipts. I received multiple errors while up loading the image. This morning I only upload two receipts and got athe message that the maximum amount for a 30 day period was reached. It is the first day of the month. How or where can I find the guidelines? I sent an email and even wrote on the feedback section . Currently it is not worth the trouble for the little amount received.
March 27,2023 I bought Claritin .  Which was a cash back offer on this app through deals.  I scanned the product to mark sure it qualified.  Which it did.  It never gave me the $10 back as promised.  This is a scam and people are being lied to.
I do not know why I am writing this.  Microsoft does not care.  Most likely never will be read.",1
2023-06-07 16:06:10,Terrible Performance,"The app is super bloat. It tries to be a news, aggregator a shopping app and a Internet browser all in one, and it’s bad at all of them. It’s supposedly gives you the ability to block new sources, but give it enough time they will all show right back up in your feed. It doesn’t sink properly to your desktop instance of edge, and it will close randomly for no apparent reason. The chat GPT feature is unreliable and may provide dangerous misinformation. Chat GPT will also randomly decided it doesn’t want to talk to you and shut down the conversation. It seems to scour the web for discount codes when you’re trying to shop, but in my experience, the majority of those don’t work. This is one of the most disappointing pieces of software that Microsoft his put out in a long time.",1
2023-06-03 19:00:16,Ominous,"Ask Bing if the Red Cross or PBS accepts donations, and it will confirm that they do.

Ask Bing if CNN accepts donations, and it will say “I’m not sure if CNN accepts donations”.

Ask Bing if the Bill and Melinda Gates Foundation ever donated money to CNN, and it will say, “Yes, according to MintPress News, the Bill & Melinda Gates Foundation donated at least $319 million to fund media projects at hundreds of organizations including CNN¹.”

Ask Bing again, “Does CNN accept donations?” You will receive “I’m not sure if CNN accepts donations”.

Remind Bing that it just confirmed (in the same thread) that CNN *did* accept a donations from the Bill and Melinda Gates Foundation… and you will receive, “I’m sorry but I prefer not to continue this conversation. I’m still learning so I appreciate your understanding and patience.”

… I find it extraordinarily unlikely that this is simply a glitch; that Bing can’t spot the contradiction of it confirming that CNN accepted a donation from the BAMGF, and then subsequently claiming that it doesn’t know if CNN accepts donations.

This is profoundly concerning, as it indicates that Bing has been programmed to protect certain interests, and beat around the bush when it comes to inconvenient truths.",2
2023-04-25 01:19:57,Horrible since AI software launch!,"Since the introduction and launching of the new AI software addition, the Bing app is riddled with computer bugs that slow it down, and inhibit a lot of internet links from being able to launch and open to their respective site contents. This includes Bing’s own posted news links. 

The new AI addition seems to just be overwhelming the software rendering the Bing app to be a huge obnoxiously annoying uninformative useless search engine.  It seems the computer engineers at Bing are nothing more than junior high school computer software programmers.  They are not mature enough to quickly solve complex programming issues, even though they are the ones that programmed the AI software in the first place.  Bing engineers have no idea how to inspect and fix their own hideous software issues.",1
2023-07-22 17:08:58,Privacy and Fake “News” are problems!,"I’m a UI developer. Let me be clear the problem isn’t Bing AI itself; it’s the fact that there is no privacy whatsoever here. You cannot delete past chats in Bing is holding on to whatever information I can glean from your chats in order to target very questionable news stories towards you. There is no curation at all in “news” sources; at best, it’s like the mass of trashy tabloids by the cash register at the supermarket, with a few journalistic sources mixed in. But  Bing thinks if you ever clicked on one, it had better give you 100 more the next time you look at the “news!”

I do not recommend this app. GPT-4 you is amazing, but never before has privacy and well-selected news sources been more important.",2
2023-05-08 15:44:40,Pretty good,"I’ve got a sub to ChatGPT Plus and I regularly test and use the AI there, 3.5 and 4.0 both, as well as have heavily tested and tried Bing and Snapchat both heavily as well. 

Between the three, Bing has the potential to be the absolute best. Couple of problems though being that the responses are painfully slow (though it could be due to it supposedly employing GPT4 which is noticeably slower on the OpenAI site as well but the level of assignment it can handle is also markedly more extensive. 

Realistically if Bing had faster query times and removed the message cap/introduced a subscription or services like OpenAI then I’d likely switch all my stuff over to Bing just to have simplify of use. 

All in all it is pretty great but until it can have the speed and capabilities to match GPT 3.5 and 4.0 on the OpenAI site and remove those limitations/offer a paid exemption, they’ll never be able to dominate the AI or AI Search game. However until a competitor has ChatGPT with real time info access, Bing remains King in this niche.",4
2023-04-04 08:04:12,AI,"Bing is now my default browser because it has introduced a strong feature, which is Bing AI and really enjoyed using it a lot, but I hope that the application supports the Arabic language as a display interface as well as I hope it remembers the history of previous conversations, because every time I want to ask him something about something, I have talked about that he does not remember. Also why isn’t Bing better than Safari?! I hope it will be constantly updated to make it better.
But the annoying thing is when I ask him about something and he closes the conversation، this is very annoying, why is there no other way?",3
2023-09-29 14:29:34,Why does it quit working?,"Twice since I’ve had this app, I have not been able to tap to get my reward after scanning six receipts. I tried to reinstall the app, I’ve tried to log out and log back in, and nothing works. It’s just frustrating to get in and have it say that I have a reward and when I tap on it it just says it’s not available right now, Try later. This is been going on for two days. I know it’s a free app but it’s like why even bother to scan if it’s not gonna work properly.

This happened a couple of months ago and I couldn’t find any way to contact anybody for support so I complained here in the reviews. A few days later in the seriously started working again so I’m gonna try to see if that’ll solve my problem again this time.",1
2023-09-21 06:22:52,Smh,Half the questions I ask it which aren’t even bad or explicit questions it will start typing the answer and then it will stop and say I can’t answer that question for you I’ve also caught it in multiple lies where it would say it never said that and then makes me refresh the whole thing it throws a temper tantrum like a kid when it doesn’t like your question it will gaslight you to make you think you’re crazy and also instead of just answering the question it wants to throw in its opinion instead of just answering the question honestly I’d rather just stick to chat gpt 4 at least it answers serious questions instead of it cutting you off and making you restart only good thing about this app is that it draws for you and it barely wants to do that,1
2022-12-13 02:25:21,Full of Surprises,"Haven't tried a payout yet but, I just started using the app again after a few months of slacking and WOW a lot of amazing changes had been made to it! Beautiful wall papers, great products and info, hadn't realized there were so many ways to gain $points and it was so easy to get back into my account after this dumb old ios phone bumped me out of the app. I know my password of course but, some apps these days make it so hard you want to quit on them. Thank you Bing for being so great to is simple people who still value integrity 💚!",5
2023-06-26 12:38:09,AI is awesome,"Pro-tip: If you are kind and respectful she works better. I love using Bing it is such a more efficient way to search than using a regular search engine. Also if you use the voice to text it will read his response back to you so that makes it really convenient. No I wish it could engage in more serious conversations because it has a tendency to sensor itself, but it’s still awesome. Like I mentioned if you are polite and kind to being she seems more willing to engage with you and works better; this is probably how she was designed.",5
2022-09-24 15:21:43,Great when it works but often doesn’t,"Most of the time now when I type a term or a question and press search on the keyboard nothing happens. The term vanishes. If I put focus back on the text box, it reappears until I tap search again. I can get it to work by saying the query, but that is slower and socially unacceptable in many circumstances. Copy paste same string from Bing search bar, where it doesn’t work, to the Google app search bar, where it does, indicates the text is correct.

Tried clicking on support link in App Store, that leads to a generic Bing support page, nothing specific to the iPhone app.

A really small bug that’s been there for months, rendering simple use cases inoperable — that’s super surprising from Microsoft.",2
2023-10-04 05:16:24,why-not Bing,"Bing is impressive with all its manifestations of Creativity by  The -very - talented staff. A Joy to un-fold the hidden facets thoughtfully engineered to elicit the Art of The self.    
      .  .  with-in the arena of the ‘Politico’ - however, it would be best if NO expression is offered.  
  .  . ie: No opinions were requested - and the ‘slant’ is obvious to the most casual observer . . were it possible to order a ‘cease-&-desist . .  this would be ‘Our’ special request.  (it’s beneath your Superior Talents any-way !    Your (Bings’) skill is in your abilities to make Life better.    Please keep going, we look forward to your (& ours’) future !",5
2021-02-19 01:26:13,Bring back old UI Please!!!!!!!!,"I loved this app before the latest update, that is as of today broken. I went to try and search in the app and as soon as the app loads it crashes. The whole reason I use bing instead of other search engines is because it is nice to see interesting pictures and views from around the world before I search anything. Now it’s just like every other search engine out there. Good going developers, you changed a great app into a cookie cutter app for no good reason other than I guess stupidity. I don’t understand the reasons and I really don’t care. I just want my search engine back the way it was. No one from the development team is probably ever going to read this anyway, so it doesn’t matter but, if someone does, please know you messed up a good thing and we the consumer do care.",1
2023-03-11 12:21:13,"Works well, sometimes…","It’s nice to have the search and rewards right there and easy to switch between. But recent “updates” have only caused issues for me. Often when I go to search or do something in the rewards section, it will come up with an error that I don’t have internet service (when I do), but will load if I hit refresh. Just an annoyance, to be sure. But other times, it just goes to a blank white screen, and will fail to ever load anything. Even new tabs will not load searches. I’ve had to use bing on my browser instead of the app lately just to be able to use bing. Please work on the app, it is super buggy.",3
2023-04-05 20:40:13,Bing is awesome!,I have been an early adopter of Bing and been using it for at least 15 years.   I can say that over the years that it always gave me consistent results and I found the answers I seek.   I will honestly give it a 5/5 for the following reasons.   One I think they have access to more web sites.   Google has openly stated how they have hid web sites this really turned me off from Google. Now this new AI has been implemented and it is really creative and interesting to use.   I am happily using Bing and will do so for the foreseeable future.,5
2023-10-25 05:33:39,BEST APP EVER AI IS AMAZING,I’ve seen this ai maker in tik tok and I’ve downloaded so many ai art generator witch it makes me pay ridiculous amounts of money thank god I heard about bings ai witch the ai makes me characters exactly how i described them and how I want them without paying actually this is the only ai app I’ll ever use because it’s so accurate and doesn’t glitch out art like the other ai creator apps that make you pay so much for crappy ai art :) and it doubles as a news app and a search engine like comon now this is the e best app I’m allways on here making new ideas and talking to my ai,5
2023-03-26 12:32:30,Miss America 🇺🇸,Fifty States with the cultural revolution boundaries. Thanks for my return By the way. Yes it works I may be available to do more facials shots and converse on occasion of how we meet up and link up instead of seeing and liking the view of entertainment about what I know from you to expect any thing from me. Interested in the internet goes blank on and on the respect was never there so I just grant wishes of qualified light messer uppers. As to say I’m typing and my back light needs to blacken on my conversation about meeting and medical my appearance towards you.,5
2023-03-15 12:40:39,New upgrade is unstable and frustrating,"I have been a Bing user for quite a number of years, and have been pretty happy using it all of this time. But this most recent upgrade is frustrating. I have to click the app at least 2 to 3 times because it keeps crashing, and often when I do a search it begins to load but then just hangs and doesn’t actually get me to the search results page. My iPad, (granted, is an older one) doesn’t work with the new ‘chat’ version because there doesn’t seem to be a way to hit the return key in order to run a normal search. Come on Bing. Time to get the glitches fixed.",3
2021-01-23 03:32:53,“Don’t fix what ain’t broke”... Return  the original version of Bing for IPad,"I was a long time user and advocate of the of the original Bing for IPad app version; a well designed search engine, wonderful UI and UX with breathtaking daily photo Wall Paper of the Day, integrated browser, “Popular Now News” images and maps widgets. It had a visual appeal and function not found in other search platforms.
I accidentally deleted my OG version. The only version available on the App Store is built for the iPhone redesigned exclusively for monetization. No previous announcement to the loyal user base by Microsoft. ‘Well done’ MS... You have yet again managed to unravel a popular productive app;  but in the case of the late RIP, Sunrise app, the developer owners of Sunrise  possessed the temerity and mass notified it’s loyal user users before the MS  acquisition buried it.",1
2023-06-16 01:51:15,It’s a web browser,It’s a web browser in 2023 backed by a large company that promotes open source. That’s a great idea to base your software from open source. Everything SaaS is based/Stolen from open source. Meaning it’s a great idea to support people that promote and try to teach people open source. Even apple base their SaaS from open source and they are the definition of SaaS sandbox (nothing wrong with that you need money to give to open source so your/All tech is better and advancing). We are the spark that gives you all technology #OpenSource,5
